molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3580839,CC[C@@H](C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,intermediate,6910.0
CHEMBL3580840,CC(C)C[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,25870.0
CHEMBL3580841,CC(C)C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,24760.0
CHEMBL3580842,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,38160.0
CHEMBL3580843,O=C(NO)[C@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,inactive,100000.0
CHEMBL3580844,O=C(NO)[C@@H]1CCCN1S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,inactive,100000.0
CHEMBL3580845,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,inactive,100000.0
CHEMBL3580846,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(N)=O,inactive,100000.0
CHEMBL3580847,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,10090.0
CHEMBL3604954,O=c1c2cc3c(cc2n(Cc2nc(-c4ccc(C(F)(F)F)cc4)no2)c(=O)n1Cc1nc(-c2ccc(C(F)(F)F)cc2)no1)OCO3,inactive,16000.0
CHEMBL3604953,O=C(COc1ccc(/C=C2\NC(=O)N(Cc3ccccc3F)C2=O)cc1)Nc1ccc(F)cc1,inactive,26000.0
CHEMBL3604952,O=C(COc1cccc(/C=C2\NC(=O)N(Cc3ccccc3F)C2=O)c1)Nc1ccc(F)cc1,inactive,50000.0
CHEMBL3604951,Cc1ccc(-c2nc(SCC(=O)N3CCCC[C@@H]3C)c(S(=O)(=O)c3ccccc3)[nH]2)cc1,inactive,159000.0
CHEMBL3604950,COc1cccc(CN2C(=O)c3ccccc3[C@@H]2C(=O)NC2CCC(C)CC2)c1,inactive,157000.0
CHEMBL3604949,CC[C@@H]1Oc2ccccc2N(CC(=O)NCCCN2CCC(Cc3ccccc3)CC2)C1=O,inactive,154000.0
CHEMBL3604948,Cc1cc(NC(=S)N(CCCN2CCC[C@@H](C)C2)Cc2cccs2)ccc1Cl,inactive,92000.0
CHEMBL3604947,COC(=O)c1c(C)nc2n(CCN3CCCCC3)c3ccccc3n12,inactive,55000.0
CHEMBL3604946,O=c1[nH]c2cc3c(cc2c(=O)n1CCc1nc(-c2ccc(C(F)(F)F)cc2)no1)OCO3,inactive,24000.0
CHEMBL3604945,O=C(COc1ccccc1/C=C1\NC(=O)N(Cc2ccccc2F)C1=O)Nc1ccc(F)cc1,inactive,22000.0
CHEMBL3604944,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CS)C(=O)O,inactive,31000.0
CHEMBL4085501,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,intermediate,2200.0
CHEMBL4059959,Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3F)c(O)c2n1,inactive,12000.0
CHEMBL4071334,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3F)c(O)c2n1,active,700.0
CHEMBL3112900,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3)c(O)c2n1,intermediate,1600.0
CHEMBL4068440,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3)c(O)c2n1,active,800.0
CHEMBL4095785,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3)c(O)c2n1,intermediate,4200.0
CHEMBL4059783,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3F)c(O)c2n1,intermediate,2700.0
CHEMBL4088059,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3F)c(O)c2n1,inactive,12300.0
CHEMBL4087160,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3F)c(O)c2n1,intermediate,4300.0
CHEMBL1945166,Oc1c(C(Nc2ccccn2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,1500.0
CHEMBL4079277,Oc1c(C(Nc2cccnc2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,3500.0
CHEMBL4090577,Oc1c(C(Nc2ncccn2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,4500.0
CHEMBL2442244,Oc1c(C(Nc2ccccn2)c2ccccc2F)cc(Cl)c2cccnc12,intermediate,1400.0
CHEMBL4084638,Oc1c(C(Nc2cccnc2)c2ccccc2F)cc(Cl)c2cccnc12,active,700.0
CHEMBL4076803,Oc1c(C(Nc2ncccn2)c2ccccc2F)cc(Cl)c2cccnc12,intermediate,4000.0
CHEMBL4091467,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,active,600.0
CHEMBL4061926,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)cc(Cl)c2cccnc12,intermediate,2300.0
CHEMBL4100165,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,active,700.0
CHEMBL4089872,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,active,700.0
CHEMBL4060854,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,active,600.0
CHEMBL4098372,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3F)c(O)c2n1,intermediate,1400.0
CHEMBL4062693,Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3)c(O)c2n1,intermediate,4600.0
CHEMBL4099530,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3)c(O)c2n1,intermediate,1400.0
CHEMBL1488172,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3)c(O)c2n1,active,700.0
CHEMBL4095202,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2F)ccc2cccnc12,inactive,12700.0
CHEMBL4093118,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)ccc2cccnc12,intermediate,4400.0
CHEMBL4072352,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)ccc2cccnc12,intermediate,3600.0
CHEMBL4085460,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)ccc2cccnc12,intermediate,1700.0
CHEMBL4103385,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)ccc2cccnc12,intermediate,4600.0
CHEMBL3112899,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)ccc2cccnc12,intermediate,4100.0
CHEMBL4070394,Oc1c(C(Nc2ncccn2)c2ccccc2F)ccc2cccnc12,intermediate,1900.0
CHEMBL1688560,Oc1c(C(Nc2cccnc2)c2ccccc2F)ccc2cccnc12,intermediate,2400.0
CHEMBL1326401,Oc1c(C(Nc2ccccn2)c2ccccc2F)ccc2cccnc12,intermediate,1200.0
CHEMBL4081983,Oc1c(C(Nc2ncccn2)c2ccccc2)ccc2cccnc12,intermediate,2700.0
CHEMBL4099990,Oc1c(C(Nc2cccnc2)c2ccccc2)ccc2cccnc12,intermediate,6200.0
CHEMBL310555,Oc1cccc2cccnc12,intermediate,3900.0
CHEMBL316892,Cc1ccc2cccc(O)c2n1,intermediate,3900.0
CHEMBL225164,Oc1ccc(Cl)c2cccnc12,intermediate,1900.0
CHEMBL21619,Nc1ccccn1,intermediate,1800.0
CHEMBL25541,Nc1cccnc1,intermediate,3300.0
CHEMBL88580,Nc1ncccn1,intermediate,4600.0
CHEMBL15972,O=Cc1ccccc1,intermediate,2900.0
CHEMBL4084647,O=Cc1ccccc1F,intermediate,2800.0
CHEMBL3183207,O=Cc1ccc(F)cc1,intermediate,2300.0
CHEMBL4092237,O=Cc1ccc(F)cc1F,intermediate,4900.0
CHEMBL1688558,Oc1c(C(Nc2ccccn2)c2ccccc2)ccc2cccnc12,intermediate,1500.0
CHEMBL4070794,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,5700.0
CHEMBL4091673,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,1500.0
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,4500.0
CHEMBL4064938,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCC(C)Nc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,2700.0
CHEMBL4065254,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCC(C)Nc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,active,700.0
CHEMBL4092916,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNC(C)CCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,3000.0
CHEMBL4085175,CC(CCCNc1ccnc2ccccc12)NCc1ccc(-c2csc3ccc(F)cc23)cc1,intermediate,7400.0
CHEMBL4095363,CC(CCCNCc1ccc(-c2csc3ccc(C#N)cc23)cc1)Nc1ccnc2ccccc12,inactive,10200.0
CHEMBL4076269,N#Cc1ccc2scc(-c3ccc(CNCCCCNc4ccnc5ccccc45)cc3)c2c1,intermediate,4600.0
CHEMBL4061909,N#Cc1ccc2scc(-c3ccc(CNCCCCCCNc4ccnc5ccccc45)cc3)c2c1,intermediate,3300.0
CHEMBL4088919,CC(CCCNCc1ccc(-c2csc3ccc(F)cc23)cc1)Nc1ccnc2ccccc12,intermediate,8800.0
CHEMBL4088496,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,3400.0
CHEMBL4060273,N#Cc1ccc(-c2ccc(-c3cccc(CNCCCCCCNc4ccnc5ccccc45)c3)s2)cc1,intermediate,8700.0
CHEMBL4080629,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,6800.0
CHEMBL4103981,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,9300.0
CHEMBL4079717,CN(CCCNc1ccnc2cc(Cl)ccc12)CC12CC3CC(CC(C3)C1)C2,intermediate,8800.0
CHEMBL4096220,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,inactive,11700.0
CHEMBL4095296,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2ccccc12,intermediate,5200.0
CHEMBL4098680,CC(CCNc1ccnc2cc(Cl)ccc12)NCC12CC3CC(CC(C3)C1)C2,intermediate,2700.0
CHEMBL3264511,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NCCCCCCNc3ccnc4cc(Cl)ccc34)CC[C@@]12C,inactive,12400.0
CHEMBL4070794,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,inactive,10000.0
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,inactive,10000.0
CHEMBL4103115,C[C@H](CCCNCCCCNc1ccnc2cc(Cl)ccc12)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](N)C[C@H]1C[C@H]3O,intermediate,8000.0
CHEMBL4085175,CC(CCCNc1ccnc2ccccc12)NCc1ccc(-c2csc3ccc(F)cc23)cc1,inactive,10000.0
CHEMBL4081346,CC(CCCN(C)Cc1ccc(-c2csc3ccc(C#N)cc23)cc1)Nc1ccnc2ccccc12,inactive,10000.0
CHEMBL4080629,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,inactive,10000.0
CHEMBL4098670,CN(CCCCCCCCNc1ccnc2ccccc12)Cc1ccc(-c2ccc(-c3ccc(C#N)cc3)s2)cc1,intermediate,5000.0
CHEMBL4096220,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,inactive,10000.0
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,8000.0
CHEMBL4065069,O=S(=O)(c1ccc(O)c2ncccc12)N1CCc2ccc(Cl)cc21,inactive,12800.0
CHEMBL4100478,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(O)c2ncccc12,intermediate,4280.0
CHEMBL4073657,CN(c1ccccc1)S(=O)(=O)c1ccc(O)c2ncccc12,intermediate,7190.0
CHEMBL4059608,O=S(=O)(Nc1cccc(Cl)c1)c1ccc(O)c2ncccc12,intermediate,7320.0
CHEMBL3392400,O=S(=O)(Nc1ccccc1)c1ccc(O)c2ncccc12,inactive,12700.0
CHEMBL3392431,O=S(=O)(c1ccc(O)c2ncccc12)N1CCCCC1,inactive,18300.0
CHEMBL4089388,CC(=O)NNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,5390.0
CHEMBL4061232,CNNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,3260.0
CHEMBL4074729,NNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,1550.0
CHEMBL4095197,CCNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,inactive,28600.0
CHEMBL4084998,CNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,inactive,37600.0
CHEMBL4102944,Nc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,3360.0
CHEMBL4092754,O=S(=O)(c1ccc(O)c2ncccc12)N1CCc2c(Cl)cccc21,intermediate,3660.0
CHEMBL1232971,O=C(/C=C/c1ccc(Cl)cc1)NO,inactive,15000.0
CHEMBL237370,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,active,410.0
CHEMBL4555861,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,active,900.0
CHEMBL4790141,CS(=O)(=O)SCCCCCN(O)C(=O)/C=C/c1ccc(Cl)cc1Cl,inactive,59000.0
CHEMBL4745069,CS(=O)(=O)SCCCCCCN(O)C(=O)/C=C/c1ccc(Cl)cc1Cl,inactive,34000.0
CHEMBL4761825,CS(=O)(=O)SCCCNC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,inactive,35000.0
CHEMBL4788170,CCCCCNC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,intermediate,5700.0
CHEMBL237370,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,active,410.0
CHEMBL4777863,CC[C@@H](C)[C@@H](NS(=O)(=O)c1cccc(-c2cc3ccccc3o2)c1)C(=O)NO,inactive,14000.0
CHEMBL4742073,CC[C@@H](C)[C@@H](NS(=O)(=O)c1cccc(-c2ccccc2Cl)c1)C(=O)NO,active,587.0
