molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3098976,Cc1cc(N)c2cc(NC(=O)Nc3ccc4c(c3)OCO4)ccc2n1,inactive,41000.0
CHEMBL3098975,COc1ccsc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3098974,COc1ccncc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3098973,COc1ncccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3098972,COc1ccccc1CCCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3098971,Cc1cc(N)c2cc(NC(=O)Cc3ccccc3Cl)ccc2n1,inactive,100000.0
CHEMBL3098970,COc1ccccc1CC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099015,CCCOc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099014,CCOc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099013,COc1cc(Br)ccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099012,COc1cc(Cl)ccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099011,COc1ccc(Cl)cc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099010,COc1ccc(Br)cc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099009,COc1ccccc1/C=C/C(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL3099008,Cc1cc(N)c2cc(NC(=O)CCc3ccc(F)cc3)ccc2n1,inactive,100000.0
CHEMBL3099007,Cc1cc(N)c2cc(NC(=O)CCc3ccccc3C(F)(F)F)ccc2n1,inactive,100000.0
CHEMBL3099006,Cc1cc(N)c2cc(NC(=O)CCc3ccccc3C)ccc2n1,inactive,100000.0
CHEMBL3099005,Cc1cc(N)c2cc(NC(=O)CCc3ccccc3Cl)ccc2n1,inactive,100000.0
CHEMBL3099004,Cc1cc(N)c2cc(NC(=O)CCc3ccccc3OC(=O)c3ccccc3)ccc2n1,inactive,100000.0
CHEMBL3099003,COc1cccc(CCC(=O)Nc2ccc3nc(C)cc(N)c3c2)c1OC,inactive,100000.0
CHEMBL3099002,COc1ccc(OC)c(CCC(=O)Nc2ccc3nc(C)cc(N)c3c2)c1,inactive,100000.0
CHEMBL3099001,COc1cccc(CCC(=O)Nc2ccc3nc(C)cc(N)c3c2)c1,inactive,100000.0
CHEMBL3099000,COc1ccc(CCC(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,inactive,100000.0
CHEMBL3098999,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cccc5cccnc45)c3)ccc2n1,inactive,79000.0
CHEMBL3098998,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cccc5ncccc45)c3)ccc2n1,inactive,68000.0
CHEMBL3098997,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cncc5ccccc45)c3)ccc2n1,inactive,100000.0
CHEMBL3098996,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cnc5ccccc5c4)c3)ccc2n1,inactive,45000.0
CHEMBL3098995,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc5ncccc5c4)c3)ccc2n1,inactive,26000.0
CHEMBL3098994,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccc5cccnc45)cc3)ccc2n1,inactive,65000.0
CHEMBL3098993,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccc5ncccc45)cc3)ccc2n1,inactive,34000.0
CHEMBL3098992,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cncc5ccccc45)cc3)ccc2n1,inactive,65000.0
CHEMBL3098991,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cnc5ccccc5c4)cc3)ccc2n1,inactive,100000.0
CHEMBL3098990,COc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1,inactive,100000.0
CHEMBL87699,Cc1cc(N)c2cc(NC(=O)CCc3ccccc3)ccc2n1,inactive,100000.0
CHEMBL3098989,Cc1cc(N)c2cc(NC(=O)Cc3ccc4c(c3)OCO4)ccc2n1,inactive,100000.0
CHEMBL3098988,Cc1cc(N)c2cc(NC(=O)Cc3ccccc3)ccc2n1,inactive,100000.0
CHEMBL3098987,Cc1cc(N)c2cc(NC(=O)COc3ccc(OCc4ccccc4)cc3)ccc2n1,inactive,100000.0
CHEMBL3098986,COc1ccc(/C=C/C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,inactive,100000.0
CHEMBL3098985,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc(N(C)C)cc4)c3)ccc2n1,inactive,69000.0
CHEMBL3099031,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4ccc5ncccc5c4)cc3)ccc2n1,inactive,38000.0
CHEMBL3099030,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccnc4)cc3)ccc2n1,inactive,23000.0
CHEMBL3099029,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4ccccc4)cc3)ccc2n1,inactive,100000.0
CHEMBL3099028,COc1ccc2[nH]c(C(=O)Nc3ccc4nc(C)cc(N)c4c3)cc2c1,inactive,35000.0
CHEMBL3099027,Cc1cc(N)c2cc(NC(=O)c3cc4ccccc4o3)ccc2n1,inactive,100000.0
CHEMBL3099026,Cc1cc(N)c2cc(NC(=O)c3ccc4ccccc4n3)ccc2n1,inactive,100000.0
CHEMBL3098140,Cc1cc(N)c2cc(NC(=O)c3cc4ccccc4cn3)ccc2n1,inactive,100000.0
CHEMBL3099025,Cc1cc(N)c2cc(NC(=O)c3ccc(N4CCOCC4)cc3)ccc2n1,inactive,27000.0
CHEMBL3099024,Cc1cc(N)c2cc(NC(=O)c3cccc(N(C)C)c3)ccc2n1,inactive,100000.0
CHEMBL3099023,Cc1cc(N)c2cc(NC(=O)c3ccco3)ccc2n1,inactive,47000.0
CHEMBL3099022,Cc1cc(N)c2cc(NC(=O)c3cccnc3)ccc2n1,inactive,100000.0
CHEMBL3099021,Cc1cc(N)c2cc(NC(=O)c3cccc(C(=O)c4ccccc4)c3)ccc2n1,inactive,100000.0
CHEMBL3099020,Cc1cc(N)c2cc(NC(=O)c3ccc(Oc4ccccc4)cc3)ccc2n1,inactive,100000.0
CHEMBL87223,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,intermediate,7200.0
CHEMBL3103456,O=C(CC(CCOCC12CC3CC(CC(Br)(C3)C1)C2)c1ccc(Cl)cc1Cl)NO,inactive,13000.0
CHEMBL3103455,C=CCOCCC(CC(=O)NO)c1ccc(Cl)cc1Cl,intermediate,5400.0
CHEMBL3103454,O=C(CC(CCOCc1ccccc1)c1ccc(Cl)cc1Cl)NO,intermediate,2900.0
CHEMBL3103453,O=C(CC(CCOCCc1ccc(F)cc1)c1ccc(Cl)cc1Cl)NO,active,970.0
CHEMBL3103452,O=C(CC(CC(=O)NCCC1CC1)c1ccc(Cl)cc1Cl)NO,intermediate,9200.0
CHEMBL3103451,COc1ccc(CCNC(=O)CC(CC(=O)NO)c2ccc(Cl)cc2Cl)cc1,intermediate,6700.0
CHEMBL3103450,O=C(CC(CC(=O)NCCc1ccc(F)cc1)c1ccc(Cl)cc1Cl)NO,intermediate,2600.0
CHEMBL3103449,O=C(CC(CC(=O)Nc1ccc(Br)cc1)c1ccc(Cl)cc1Cl)NO,intermediate,6400.0
CHEMBL3103448,Cc1ccccc1NC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,intermediate,2000.0
CHEMBL3103447,COc1cc(F)ccc1NC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,intermediate,1100.0
CHEMBL3112880,CC(C)Oc1c(C(Nc2ccccn2)c2ccccc2)ccc2cccnc12,inactive,100000.0
CHEMBL224325,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,inactive,10100.0
CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,inactive,11500.0
CHEMBL3112927,Cc1ccc2c(Cl)cc(I)c(O)c2n1,inactive,14100.0
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,inactive,20300.0
CHEMBL1688558,Oc1c(C(Nc2ccccn2)c2ccccc2)ccc2cccnc12,intermediate,2200.0
CHEMBL3112926,Oc1c(CNc2ccccn2)ccc2cccnc12,inactive,26700.0
CHEMBL316892,Cc1ccc2cccc(O)c2n1,inactive,30000.0
CHEMBL310555,Oc1cccc2cccnc12,inactive,30000.0
CHEMBL3112925,Cc1cccc(NC(c2cccnc2)c2ccc3cccnc3c2O)c1,intermediate,6700.0
CHEMBL3112924,Cc1cccc(NC(c2ccccn2)c2ccc3cccnc3c2O)c1,inactive,16700.0
CHEMBL3112923,Cc1cc(Cl)ccc1NC(c1cccnc1)c1ccc2cccnc2c1O,intermediate,2300.0
CHEMBL3112922,Cc1cc(Cl)ccc1NC(c1ccccn1)c1ccc2cccnc2c1O,intermediate,5200.0
CHEMBL3112921,COc1ccc(C)cc1NC(c1cccnc1)c1ccc2cccnc2c1O,intermediate,4400.0
CHEMBL3112920,COc1ccc(C)cc1NC(c1ccccn1)c1ccc2cccnc2c1O,intermediate,5100.0
CHEMBL3112919,CCCOC(=O)c1ccc(NC(c2cccnc2)c2ccc3cccnc3c2O)cc1,intermediate,3000.0
CHEMBL3112918,CCCOC(=O)c1ccc(NC(c2ccccn2)c2ccc3cccnc3c2O)cc1,intermediate,5600.0
CHEMBL3112917,COC(=O)c1cccc(NC(c2cccnc2)c2ccc3cccnc3c2O)c1,intermediate,4200.0
CHEMBL3112916,COC(=O)c1cccc(NC(c2ccccn2)c2ccc3cccnc3c2O)c1,intermediate,7800.0
CHEMBL3112915,CCOC(=O)c1ccc(NC(c2cccnc2)c2ccc3cccnc3c2O)cc1,intermediate,2900.0
CHEMBL3112914,CCOC(=O)c1ccc(NC(c2ccccn2)c2ccc3cccnc3c2O)cc1,intermediate,5100.0
CHEMBL3112913,Oc1c(C(Nc2ccccc2Cl)c2cccnc2)ccc2cccnc12,intermediate,1900.0
CHEMBL3112912,Oc1c(C(Nc2ccccc2Cl)c2ccccn2)ccc2cccnc12,intermediate,5600.0
CHEMBL1383321,Cc1cccc(NC(c2ccc(C)s2)c2ccc3ccc(C)nc3c2O)n1,inactive,100000.0
CHEMBL3112911,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(C)s3)c(O)c2n1,intermediate,2000.0
CHEMBL3112910,COc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1,intermediate,1900.0
CHEMBL3112909,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,intermediate,5600.0
CHEMBL3112908,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3ccc(C)nc3c2O)c1,active,1000.0
CHEMBL589706,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3cccnc3c2O)c1,intermediate,4300.0
CHEMBL3112907,Cc1cccc(NC(c2ccc(N(C)C)cc2)c2ccc3ccc(C)nc3c2O)n1,intermediate,4500.0
CHEMBL3112906,Cc1ccnc(NC(c2ccc(N(C)C)cc2)c2ccc3ccc(C)nc3c2O)c1,intermediate,2500.0
CHEMBL3112905,Cc1ccnc(NC(c2ccc(N(C)C)cc2)c2ccc3cccnc3c2O)c1,intermediate,3500.0
CHEMBL3112904,CN(C)c1ccc(C(NC(=O)Cc2ccccc2)c2ccc3cccnc3c2O)cc1,intermediate,7100.0
CHEMBL602720,CCC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL3112903,CC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL3112902,CC(=O)NC(c1ccc(C)cc1)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL3112901,Cc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1,intermediate,2100.0
CHEMBL1497004,Cc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,intermediate,2500.0
CHEMBL3112900,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3)c(O)c2n1,intermediate,2800.0
CHEMBL3112899,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)ccc2cccnc12,intermediate,7100.0
CHEMBL591848,CCC(=O)NC(c1ccc(OC)c(OC)c1)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL3112898,COc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1OC,intermediate,3000.0
CHEMBL3112897,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1OC,intermediate,6200.0
CHEMBL3112896,Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3ccc(C)nc3c2O)c1,intermediate,1200.0
CHEMBL3112895,Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3cccnc3c2O)c1,intermediate,1500.0
CHEMBL3112894,COc1cccc(C(Nc2cc(C)ccn2)c2ccc3ccc(C)nc3c2O)c1,intermediate,2000.0
CHEMBL598057,COc1cccc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)c1,intermediate,3300.0
CHEMBL1594475,COc1cccc(C(NC(C)=O)c2ccc3cccnc3c2O)c1,inactive,100000.0
CHEMBL3112893,Cc1cccc(NC(c2cccc(OCc3ccccc3)c2)c2ccc3ccc(C)nc3c2O)n1,intermediate,3500.0
CHEMBL3112892,Cc1ccc2ccc(C(Nc3ccccn3)c3cccc(OCc4ccccc4)c3)c(O)c2n1,intermediate,1400.0
CHEMBL3112891,Cc1ccnc(NC(c2cccc([N+](=O)[O-])c2)c2ccc3ccc(C)nc3c2O)c1,intermediate,1100.0
CHEMBL3112890,Cc1ccnc(NC(c2cccc([N+](=O)[O-])c2)c2ccc3cccnc3c2O)c1,intermediate,4600.0
CHEMBL3112889,Cc1ccnc(NC(c2ccccn2)c2ccc3ccc(C)nc3c2O)c1,intermediate,2100.0
CHEMBL3112888,Cc1ccnc(NC(c2ccccn2)c2ccc3cccnc3c2O)c1,inactive,13400.0
CHEMBL3112887,Cc1ccnc(NC(c2ccccc2[N+](=O)[O-])c2ccc3ccc(C)nc3c2O)c1,active,900.0
CHEMBL3112886,Cc1cccc(NC(c2ccccc2[N+](=O)[O-])c2ccc3ccc(C)nc3c2O)n1,inactive,10700.0
CHEMBL3112885,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3C)c(O)c2n1,intermediate,1600.0
CHEMBL3112884,Cc1ccccc1C(Nc1ccccn1)c1ccc2cccnc2c1O,intermediate,3600.0
CHEMBL3112883,O=C(NC(c1ccccc1Cl)c1ccc2cccnc2c1O)c1ccccc1,active,800.0
CHEMBL3112882,CC(C)C(=O)NC(c1ccccc1Cl)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL1555271,CCCC(=O)NC(c1ccccc1Cl)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL605493,CCC(=O)NC(c1ccccc1Cl)c1ccc2cccnc2c1O,inactive,100000.0
CHEMBL3112881,O=C(/C=C/c1sc2cc(F)ccc2c1Cl)NO,active,150.0
CHEMBL237370,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,active,670.0
CHEMBL3264170,Clc1ccc2c(NCCNC34CC5CC(CC(C5)C3)C4)ccnc2c1,inactive,11810.0
CHEMBL3216444,Cl.Cl.N=C(N)c1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1,intermediate,2620.0
CHEMBL450398,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](OC(C)=O)CC[C@@]12C,intermediate,3800.0
CHEMBL3264171,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](OC(C)=O)CC[C@@]12C,intermediate,2280.0
CHEMBL3264174,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](O)CC[C@@]12C,intermediate,4680.0
CHEMBL3264175,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](O)CC[C@@]12C,intermediate,5180.0
CHEMBL3264178,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1CC(=O)CC[C@]21C,intermediate,5700.0
CHEMBL3264179,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1CC(=O)CC[C@]21C,intermediate,2320.0
CHEMBL3264183,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](OC(C)=O)CC[C@@]12C,intermediate,4480.0
CHEMBL3264184,CC(=O)N[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2C[C@H](OC(C)=O)[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCNCCNc1ccnc2cc(Cl)ccc12,intermediate,2460.0
CHEMBL3264185,CC(=O)N[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2C[C@H](OC(C)=O)[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCNCCCNc1ccnc2cc(Cl)ccc12,intermediate,4920.0
CHEMBL3264186,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NS(C)(=O)=O)CC[C@@]12C,intermediate,5090.0
CHEMBL3264187,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NS(C)(=O)=O)CC[C@@]12C,intermediate,3250.0
CHEMBL3264188,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@]12C,intermediate,4900.0
CHEMBL3264189,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@]12C,intermediate,3240.0
CHEMBL3264190,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NS(C)(=O)=O)CC[C@@]12C,inactive,24970.0
CHEMBL3264191,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NS(C)(=O)=O)CC[C@@]12C,intermediate,8210.0
CHEMBL3264192,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@]12C,intermediate,6780.0
CHEMBL3264496,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@]12C,intermediate,6620.0
CHEMBL3264497,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N(C)C)CC[C@@]12C,intermediate,1020.0
CHEMBL3264498,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N(C)C)CC[C@@]12C,intermediate,1340.0
CHEMBL3264499,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,active,810.0
CHEMBL3264500,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,1040.0
CHEMBL3264501,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,1140.0
CHEMBL3264502,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,1130.0
CHEMBL3264503,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N(C)C)CC[C@@]12C,intermediate,2270.0
CHEMBL3264504,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N(C)C)CC[C@@]12C,intermediate,1290.0
CHEMBL3264505,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(CCC[C@@H](C)[C@H]4CC[C@H]5[C@H]6[C@H](C[C@H](OC(C)=O)[C@@]54C)[C@@]4(C)CC[C@@H](N)C[C@H]4C[C@H]6OC(C)=O)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,3050.0
CHEMBL3264507,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(CCCNc4ccnc5cc(Cl)ccc45)CCC[C@@H](C)[C@H]4CC[C@H]5[C@H]6[C@H](C[C@H](OC(C)=O)[C@@]54C)[C@@]4(C)CC[C@@H](N)C[C@H]4C[C@H]6OC(C)=O)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,active,630.0
CHEMBL3309329,ONCC12CC3CC(CC(C3)C1)C2,intermediate,1600.0
CHEMBL3311534,NCC(=O)Nc1ccc(Oc2ccccc2)cc1,inactive,163000.0
CHEMBL3309329,ONCC12CC3CC(CC(C3)C1)C2,intermediate,1500.0
CHEMBL3311534,NCC(=O)Nc1ccc(Oc2ccccc2)cc1,inactive,258000.0
CHEMBL3309327,C=CC(=O)Nc1cccnc1,inactive,48000.0
CHEMBL2426254,C=CC(=O)Nc1ccccn1,inactive,100000.0
CHEMBL3309326,O=C(NCc1ccc(-c2ccccc2)cc1)c1nc[nH]n1,inactive,210000.0
CHEMBL3309325,COc1ccc(OC)c(Cn2cnc(C(=O)NCc3ccc(-c4ccccc4)cc3)n2)c1,inactive,40000.0
CHEMBL3309324,O=C1C=CC(=O)C(Nc2ccccn2)=C1,inactive,97000.0
CHEMBL3309323,COC(=O)c1cccc(NC2=CC(=O)C=CC2=O)n1,inactive,14000.0
CHEMBL3309322,O=C(NCc1ccc(Oc2ccccc2)cc1)c1ccccn1,inactive,570000.0
CHEMBL3309321,COc1ccc(OC)c(Nc2cccc(C(=O)NCc3ccc(Oc4ccccc4)cc3)n2)c1,inactive,200000.0
CHEMBL3309320,COc1ccc(OC)c(CNCC(=O)Nc2cccc(OCc3ccccc3)c2)c1,inactive,25000.0
CHEMBL3311538,O=C1C=CC(=O)C(Cn2cnc(C(=O)NCc3ccc(-c4ccccc4)cc3)n2)=C1,intermediate,2500.0
CHEMBL3311537,O=C1C=CC(=O)C(Nc2cccc(C(=O)NCc3ccc(Oc4ccccc4)cc3)n2)=C1,intermediate,2300.0
CHEMBL3311536,O=C1C=CC(=O)C(CNCC(=O)Nc2cccc(OCc3ccccc3)c2)=C1,inactive,18000.0
CHEMBL3311535,NCC(=O)NCc1ccc(-c2ccccc2)cc1,inactive,160000.0
CHEMBL3311534,NCC(=O)Nc1ccc(Oc2ccccc2)cc1,inactive,120000.0
CHEMBL3311533,NCC(=O)Nc1cccc(OCc2ccccc2)c1,inactive,417000.0
CHEMBL3311531,O=C1C=CC(=O)C(CC(=O)O)=C1,intermediate,9300.0
CHEMBL3580849,CC[C@@H](C)[C@@H](NS(=O)(=O)c1cccc(-c2ccc(Cl)cc2)c1)C(=O)NO,active,950.0
CHEMBL3580848,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(C)cc2)cc1)C(=O)NO,inactive,100000.0
CHEMBL3580830,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1)C(=O)NO,intermediate,9600.0
CHEMBL3580831,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(C)=O)cc2)cc1)C(=O)NO,inactive,100000.0
CHEMBL3580832,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1)C(=O)NO,inactive,100000.0
CHEMBL3580833,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO,inactive,27690.0
CHEMBL3580834,CC[C@H](C)[C@H](NS(=O)(=O)c1cccc(-c2ccc(Cl)cc2)c1)C(=O)NO,intermediate,8140.0
CHEMBL3580835,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)NO,inactive,20750.0
CHEMBL3580836,CC[C@H](C)[C@H](NS(=O)(=O)c1ccccc1)C(=O)NO,inactive,100000.0
CHEMBL3580837,CC[C@H](C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,11850.0
CHEMBL3580838,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,41790.0
